How many employees does your company or organization have?,Do you know the options for mental health care available under your employer-provided coverage?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Were you aware of the options for mental health care provided by your previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Do you currently have a mental health disorder?,What is your age?,What country do you work in?,Do you work remotely?,Have you had mental health benefits before,How easy is it to ask for mental health leave?,Mental health effects on work when treated effectively,Sharing mental health issue with family and friends
-0.593597905594566,2,1,1,1,1,0,0,1,1,2,0,2,28,50,1,1,1,1,2
-0.7276935270069581,2,0,2,1,0,1,1,0,0,0,2,2,26,21,2,1,1,0,2
-0.593597905594566,2,2,1,1,1,1,1,2,0,0,2,0,40,50,1,1,2,1,5
1.9095203607700877,2,2,1,1,1,1,0,1,0,2,0,2,42,50,1,1,1,1,4
-0.593597905594566,1,1,0,1,0,1,-1,0,0,0,-1,0,36,50,0,-1,2,-1,1
-0.7706041258589237,-1,-1,0,1,1,0,1,1,2,1,2,1,44,49,0,0,-1,1,5
1.0155495513541395,2,1,-1,-1,-1,-1,-1,2,1,1,-1,2,24,50,0,-1,-2,1,4
0.1215787419381922,1,0,2,-1,0,2,0,2,2,1,-1,1,44,50,0,2,-2,-1,0
1.9095203607700877,1,2,2,1,0,1,1,1,0,0,0,2,31,50,2,1,0,0,4
-0.7706041258589237,-1,-1,0,1,0,1,1,2,2,2,2,1,49,50,1,0,-1,1,5
-0.593597905594566,0,1,0,-1,0,1,-1,1,1,1,2,0,27,50,1,-1,-2,-1,4
0.1215787419381922,2,1,0,-1,1,0,-1,0,0,0,0,0,28,50,1,0,-1,-1,1
-0.7276935270069581,2,0,2,2,0,0,1,0,2,0,2,1,20,50,0,0,-2,1,4
-0.7706041258589237,-1,-1,0,-1,0,1,-1,1,1,-1,2,0,41,21,2,2,-1,-1,4
0.1215787419381922,-1,1,1,1,0,1,0,0,1,2,-1,2,38,2,1,1,0,1,2
0.1215787419381922,0,0,1,1,1,0,1,0,2,1,2,2,29,50,0,1,-1,1,2
0.1215787419381922,0,1,2,1,0,1,1,2,1,2,2,2,44,50,2,2,2,1,4
1.0155495513541395,1,0,0,0,0,2,-1,2,1,0,-1,0,31,50,1,-1,0,-1,4
-0.7276935270069581,0,0,0,1,1,0,0,0,2,2,2,2,54,50,1,0,-1,1,4
1.0155495513541395,0,0,0,0,0,-1,-1,1,1,0,2,0,33,21,1,-1,1,-1,1
-0.7276935270069581,0,0,0,0,0,2,2,1,1,2,0,0,29,33,0,-1,-1,-1,1
-0.593597905594566,0,2,-1,-1,-1,-1,-1,1,1,0,2,1,26,49,0,-1,1,1,4
-0.7706041258589237,-1,-1,0,2,1,0,0,0,2,2,-1,2,34,49,1,0,-1,-1,2
0.1215787419381922,0,0,1,2,2,0,-1,0,2,0,2,1,38,50,1,1,-1,0,4
0.1215787419381922,0,1,0,1,1,1,0,1,0,0,2,2,30,49,1,0,2,1,4
-0.7706041258589237,-1,-1,0,2,0,0,0,1,2,2,2,2,34,49,1,0,-1,1,0
1.9095203607700877,1,1,1,1,1,1,1,1,1,2,2,2,47,2,1,1,2,1,5
0.1215787419381922,1,2,1,2,2,1,0,2,0,2,2,0,33,46,1,0,2,-1,5
1.9095203607700877,-1,1,0,1,1,1,-1,0,1,2,0,0,22,49,1,0,0,-1,1
-0.7276935270069581,-1,0,0,1,1,0,0,1,0,1,-1,1,28,49,0,0,-1,-1,1
1.0155495513541395,2,2,0,2,2,-1,0,1,1,2,2,2,31,49,2,0,1,1,5
-0.763452359383596,1,1,-1,-1,-1,-1,-1,2,2,2,0,0,56,2,1,-1,-2,1,1
-0.7706041258589237,-1,-1,2,2,0,0,0,1,0,2,2,2,57,2,2,0,-1,3,5
0.1215787419381922,1,1,0,-1,0,1,-1,1,1,1,0,0,39,50,2,-1,-1,-1,1
-0.763452359383596,0,1,0,1,0,1,1,1,0,0,2,0,21,49,0,1,-1,1,2
1.0155495513541395,0,1,0,1,1,1,-1,0,1,1,0,0,31,40,1,0,2,-1,5
-0.7706041258589237,-1,-1,2,2,1,1,0,1,2,2,0,2,63,50,2,2,-1,3,1
-0.7706041258589237,-1,-1,0,1,1,1,1,2,1,2,2,2,46,2,2,0,-1,3,4
-0.7276935270069581,0,0,1,-1,0,1,1,0,2,1,2,2,32,49,0,1,0,1,4
-0.7706041258589237,-1,-1,0,1,1,1,0,1,1,2,2,2,35,49,1,0,-1,1,5
0.1215787419381922,1,1,2,2,1,2,2,0,1,0,0,0,34,49,1,2,2,-1,4
-0.7276935270069581,-1,1,0,2,2,0,0,1,0,0,2,2,35,50,2,2,0,0,0
-0.593597905594566,1,1,0,1,0,1,0,1,1,1,0,0,31,35,1,0,2,-1,4
-0.7706041258589237,-1,-1,0,2,1,0,-1,2,2,0,2,2,35,50,2,-1,-1,1,4
-0.593597905594566,0,2,0,0,0,2,1,2,0,0,0,0,36,50,1,-1,1,-1,5
-0.593597905594566,1,1,1,1,1,0,1,1,2,0,2,0,50,50,1,1,-1,0,4
-0.7276935270069581,1,1,-1,-1,-1,-1,-1,0,0,0,2,2,31,50,1,-1,2,1,4
0.1215787419381922,2,2,1,-1,1,1,1,0,1,0,2,0,47,50,0,1,-1,1,4
-0.7276935270069581,1,1,1,2,2,0,-1,0,1,1,0,0,32,10,0,1,-2,-1,4
-0.593597905594566,2,1,0,2,2,-1,-1,1,0,2,2,2,23,10,0,0,1,1,4
-0.7276935270069581,1,2,1,1,1,1,1,1,1,0,2,2,43,10,1,2,-1,1,5
-0.7276935270069581,2,2,0,-1,0,2,1,1,0,2,2,0,26,10,1,0,0,-1,5
-0.593597905594566,1,1,0,1,1,2,-1,2,1,1,2,1,26,10,0,-1,-1,1,2
-0.7276935270069581,2,1,2,1,1,1,1,1,1,2,0,0,55,10,1,1,2,-1,4
-0.7276935270069581,0,1,0,-1,0,-1,0,0,1,1,0,2,27,10,0,-1,0,3,4
0.1215787419381922,0,0,0,1,1,0,0,2,2,1,2,0,34,1,2,0,-1,-1,2
-0.593597905594566,-1,0,-1,-1,-1,-1,-1,2,2,-1,2,0,25,25,0,-1,-1,-1,1
-0.593597905594566,0,1,0,-1,0,0,1,0,1,0,0,0,35,50,1,-1,-1,-1,4
-0.7706041258589237,-1,-1,0,1,1,0,0,1,0,2,0,2,37,33,1,-1,-1,1,5
-0.593597905594566,1,2,1,2,2,0,0,2,1,2,-1,2,38,50,1,2,2,1,2
-0.593597905594566,0,1,0,1,1,0,0,1,2,0,-1,1,29,10,0,2,-2,-1,2
1.0155495513541395,2,2,-1,-1,-1,-1,-1,2,1,0,2,1,28,49,2,-1,1,1,4
-0.7276935270069581,-1,2,0,1,1,1,0,1,1,1,2,1,29,50,2,-1,1,1,5
1.9095203607700877,1,1,1,1,1,1,0,2,1,2,2,1,40,50,2,1,1,1,2
-0.593597905594566,2,2,-1,-1,-1,-1,-1,2,0,-1,0,2,25,50,1,-1,2,1,4
-0.7706041258589237,-1,-1,1,1,1,1,-1,1,1,0,0,1,29,45,1,2,-1,-1,2
-0.593597905594566,2,2,0,1,1,1,-1,1,0,2,2,2,29,50,1,1,1,1,4
-0.763452359383596,2,2,0,1,0,1,1,1,0,0,0,2,35,33,1,-1,2,1,5
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,2,0,-1,0,25,50,1,-1,-1,-1,2
-0.593597905594566,2,1,0,-1,1,0,-1,2,1,2,0,2,43,50,1,0,-1,1,4
-0.7276935270069581,-1,2,0,1,0,1,0,2,0,2,0,0,26,27,0,-1,2,-1,4
0.1215787419381922,0,0,0,1,1,0,1,0,0,1,0,1,31,21,0,0,2,-1,2
0.1215787419381922,2,1,2,2,2,0,0,2,0,1,2,0,31,50,2,1,2,-1,4
1.9095203607700877,0,0,0,1,0,-1,0,1,1,2,-1,2,45,50,2,0,-1,0,2
1.9095203607700877,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,23,29,0,-1,1,-1,4
-0.7276935270069581,0,1,0,0,0,1,2,1,0,0,-1,0,39,50,0,-1,0,-1,4
-0.593597905594566,1,2,0,-1,0,0,0,1,0,0,2,0,27,50,1,-1,1,-1,4
0.1215787419381922,1,2,2,-1,0,1,-1,1,0,2,2,2,28,50,1,2,2,1,4
1.0155495513541395,0,1,0,1,0,0,1,0,2,0,0,1,36,50,2,-1,-1,-1,1
0.1215787419381922,0,1,-1,-1,-1,-1,-1,1,1,0,0,0,22,21,0,-1,-1,-1,1
-0.763452359383596,1,1,1,1,0,1,1,1,1,2,-1,0,51,50,0,1,0,1,4
-0.7706041258589237,-1,-1,0,1,0,1,-1,2,1,0,0,1,39,16,1,0,-1,-1,4
-0.7706041258589237,-1,-1,1,1,0,0,1,1,1,0,2,2,36,50,1,1,-1,-1,0
1.9095203607700877,1,2,1,0,0,1,1,0,0,0,2,2,28,50,1,2,-1,1,4
0.1215787419381922,0,0,0,-1,2,1,-1,1,2,1,0,0,40,50,2,2,-1,-1,2
-0.593597905594566,2,2,1,-1,0,0,1,1,1,1,-1,2,35,50,1,2,2,1,5
0.1215787419381922,2,0,0,2,0,1,0,1,2,1,2,2,38,50,0,-1,-1,1,4
0.1215787419381922,1,0,1,1,1,1,1,0,2,2,2,1,29,50,2,1,-1,1,1
-0.7706041258589237,-1,-1,1,-1,0,-1,-1,1,1,1,0,0,43,33,1,1,-1,-1,1
1.0155495513541395,0,2,1,1,1,1,1,0,1,2,2,2,31,50,2,1,1,1,5
0.1215787419381922,0,1,2,-1,0,1,1,0,2,1,0,0,45,50,1,1,-1,-1,1
0.1215787419381922,1,1,0,1,0,0,0,0,0,0,2,1,26,50,1,0,1,-1,4
0.1215787419381922,2,2,2,-1,0,2,1,2,0,0,0,0,42,50,2,2,2,-1,5
0.1215787419381922,1,1,0,2,1,1,0,0,0,1,0,0,28,50,2,1,1,-1,2
-0.7276935270069581,-1,2,0,1,1,-1,1,1,1,0,2,0,28,49,1,0,-1,-1,4
0.1215787419381922,0,2,1,2,2,0,1,2,1,2,2,2,39,50,1,2,-1,1,5
-0.7276935270069581,1,1,1,1,1,1,1,0,1,0,0,0,34,50,1,1,1,1,5
-0.593597905594566,0,2,1,2,1,1,0,1,0,2,2,2,28,50,2,1,1,1,4
1.0155495513541395,2,1,0,1,0,1,1,0,2,2,0,0,35,50,1,0,1,-1,1
-0.7276935270069581,1,1,0,-1,1,1,1,2,0,0,0,0,42,10,1,-1,0,-1,4
-0.7706041258589237,-1,-1,0,0,0,1,1,1,1,0,0,1,29,49,2,-1,-1,1,1
-0.7706041258589237,-1,-1,0,-1,0,1,0,1,1,1,-1,2,34,19,1,0,-1,1,2
-0.593597905594566,1,1,2,1,1,0,0,1,1,0,2,0,28,10,2,0,-1,-1,1
1.0155495513541395,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,22,40,1,-1,2,0,2
-0.593597905594566,2,1,2,2,1,1,1,1,2,2,2,2,28,50,1,2,0,1,4
-0.7706041258589237,-1,-1,0,1,1,1,1,1,1,1,2,2,26,50,2,0,-1,1,4
1.9095203607700877,1,1,0,1,1,1,1,1,1,2,2,1,21,2,0,-1,-1,-1,4
-0.593597905594566,0,2,1,1,1,1,1,2,1,2,2,2,38,33,0,1,1,1,5
1.9095203607700877,2,1,1,1,1,0,0,1,1,1,2,2,33,50,1,1,1,1,5
0.1215787419381922,1,1,0,1,1,1,1,0,2,1,2,2,28,50,1,1,2,1,4
-0.593597905594566,2,1,0,2,1,1,0,0,1,2,-1,2,32,50,1,0,2,1,4
-0.763452359383596,-1,0,0,1,1,1,-1,0,1,1,-1,2,24,2,1,-1,-1,1,4
1.0155495513541395,1,1,0,1,1,1,0,1,2,1,2,1,35,50,2,0,1,1,4
-0.7706041258589237,-1,-1,1,1,0,1,0,1,1,2,0,0,41,47,1,1,-1,1,1
-0.7706041258589237,-1,-1,0,2,1,0,0,2,2,2,2,0,38,50,2,0,-1,-1,1
1.9095203607700877,1,1,0,2,2,0,-1,0,2,1,2,2,24,50,1,0,-1,1,4
0.1215787419381922,2,2,1,-1,0,1,-1,2,1,0,2,2,30,50,1,2,2,1,4
0.1215787419381922,2,0,1,2,2,0,-1,0,2,2,0,0,47,50,1,2,-1,0,4
1.9095203607700877,1,0,-1,-1,-1,-1,-1,2,2,0,0,0,26,50,0,-1,1,-1,4
0.1215787419381922,2,0,1,1,1,1,-1,0,1,0,-1,2,32,50,2,2,1,1,2
0.1215787419381922,0,0,0,1,0,0,0,0,2,2,2,1,32,50,1,-1,0,1,1
1.0155495513541395,0,2,1,1,1,1,1,0,0,0,-1,2,37,50,2,1,1,-1,5
-0.7706041258589237,-1,-1,0,1,1,1,1,1,1,0,0,0,33,33,1,1,-1,-1,4
-0.7276935270069581,-1,0,0,1,1,0,0,0,1,2,-1,1,28,49,1,0,1,-1,2
-0.593597905594566,0,1,-1,-1,-1,-1,-1,2,2,0,0,0,22,33,0,-1,1,-1,2
1.0155495513541395,1,1,1,1,1,1,1,1,0,0,2,2,30,50,1,1,1,0,4
-0.7706041258589237,-1,-1,1,1,1,1,0,0,1,2,2,0,42,50,2,1,-1,1,1
0.1215787419381922,1,1,0,1,1,0,1,2,0,1,-1,0,34,50,0,1,1,-1,2
-0.7276935270069581,2,0,1,1,1,1,1,0,0,2,0,1,32,50,1,2,2,1,4
0.1215787419381922,0,2,1,2,2,0,0,1,1,2,2,2,37,49,2,0,1,1,4
-0.7706041258589237,-1,-1,1,1,0,0,1,2,2,-1,2,0,31,50,2,1,-1,1,1
-0.593597905594566,0,1,0,0,1,1,0,1,2,0,2,2,31,50,2,0,2,0,4
-0.593597905594566,1,1,0,1,1,1,0,1,1,0,-1,0,26,13,2,0,2,-1,5
-0.7706041258589237,-1,-1,0,-1,0,1,-1,1,1,0,-1,1,30,50,1,1,-1,1,4
0.1215787419381922,2,1,1,1,1,2,1,0,1,1,2,2,36,50,1,2,-1,1,1
0.1215787419381922,0,0,1,1,0,1,0,0,1,2,2,0,38,50,2,1,-1,-1,1
-0.593597905594566,2,2,-1,-1,-1,-1,-1,0,0,0,0,2,24,50,1,-1,1,0,4
0.1215787419381922,0,0,0,1,1,0,-1,1,1,0,-1,2,26,50,1,-1,-1,0,1
1.9095203607700877,1,1,1,1,1,1,1,1,2,2,2,1,37,50,0,2,-1,1,4
-0.593597905594566,1,1,0,1,0,0,0,1,1,1,2,2,27,49,0,0,0,1,1
-0.7706041258589237,-1,-1,0,0,1,1,-1,1,1,1,0,0,32,46,2,0,-1,1,5
-0.593597905594566,1,2,0,-1,0,2,1,2,1,0,0,0,32,33,0,-1,2,0,5
-0.7276935270069581,1,2,-1,-1,-1,-1,-1,1,0,0,-1,2,30,33,0,-1,0,1,4
-0.593597905594566,0,2,0,1,0,0,0,2,0,0,0,2,26,21,2,1,-2,1,4
-0.7706041258589237,-1,-1,0,0,0,1,1,1,1,0,2,2,27,49,0,-1,-1,1,4
-0.7706041258589237,-1,-1,2,2,1,0,0,0,2,1,-1,2,27,33,2,2,-1,0,2
-0.593597905594566,0,1,0,1,0,1,1,2,1,0,2,1,29,13,2,-1,-1,-1,5
0.1215787419381922,1,1,0,1,0,1,0,0,1,0,0,0,23,50,0,-1,-1,-1,2
0.1215787419381922,2,2,1,1,0,1,1,2,0,0,2,0,30,50,1,1,1,1,1
1.9095203607700877,0,0,0,1,1,0,0,0,1,2,2,2,40,50,1,-1,-1,-1,2
0.1215787419381922,1,0,1,2,1,0,1,0,1,2,-1,1,46,50,1,1,-2,1,0
-0.593597905594566,1,2,0,-1,0,2,-1,1,0,0,0,0,26,50,1,-1,-1,-1,4
1.9095203607700877,2,0,2,-1,1,-1,-1,2,1,1,-1,0,30,50,1,2,-1,-1,1
0.1215787419381922,0,0,0,2,1,0,1,0,2,0,0,0,27,50,2,0,-1,-1,5
-0.7706041258589237,-1,-1,2,1,1,1,1,1,2,0,2,2,35,50,2,2,-1,1,4
0.1215787419381922,0,2,0,1,1,1,0,1,1,1,2,0,35,2,2,-1,1,-1,4
-0.593597905594566,1,1,0,1,0,1,1,2,2,1,2,2,29,33,0,-1,1,1,2
0.1215787419381922,-1,2,0,1,1,0,1,1,0,0,0,0,34,49,1,1,2,-1,4
-0.7706041258589237,-1,-1,0,2,2,1,1,0,2,1,0,0,27,50,1,0,-1,-1,1
0.1215787419381922,-1,1,0,1,1,0,-1,1,1,1,0,1,39,49,1,0,-1,-1,2
0.1215787419381922,-1,2,0,2,2,1,0,1,0,2,0,0,27,49,1,0,1,-1,5
1.0155495513541395,0,1,0,1,0,1,0,2,0,0,0,0,31,15,1,0,1,1,4
-0.593597905594566,0,0,0,-1,0,1,-1,1,2,2,0,0,26,49,0,-1,-1,-1,1
-0.593597905594566,0,2,1,1,1,1,1,1,2,2,2,1,44,50,2,2,0,1,0
0.1215787419381922,0,1,0,1,0,1,0,0,2,1,0,0,27,50,1,2,0,-1,1
0.1215787419381922,1,1,0,-1,0,0,-1,0,1,0,2,2,57,50,1,-1,1,0,5
-0.7706041258589237,-1,-1,1,-1,0,1,2,2,0,2,-1,0,34,50,1,2,-1,-1,5
-0.7706041258589237,-1,-1,1,1,1,1,1,1,1,0,2,2,38,50,1,2,-1,1,5
-0.7706041258589237,-1,-1,1,-1,0,1,1,1,0,1,-1,1,55,50,2,1,-1,-1,1
-0.7706041258589237,-1,-1,1,1,1,1,-1,0,2,2,2,1,28,14,1,0,-1,1,1
1.9095203607700877,1,0,0,-1,0,-1,-1,0,2,2,-1,1,35,50,0,0,0,3,5
0.1215787419381922,0,1,1,1,1,0,1,0,2,1,-1,2,26,50,2,1,-1,3,4
-0.7276935270069581,1,1,0,-1,0,-1,-1,2,0,0,0,1,22,50,0,0,2,-1,4
0.1215787419381922,1,1,1,-1,0,1,1,0,1,0,0,0,31,50,1,2,1,-1,1
-0.593597905594566,0,0,-1,-1,-1,-1,-1,1,0,-1,0,0,31,49,0,-1,-1,-1,1
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,0,40,21,1,-1,-1,-1,4
1.9095203607700877,2,1,1,1,0,0,-1,1,0,1,0,2,26,50,1,1,0,1,4
-0.763452359383596,-1,0,1,2,1,1,0,0,2,2,2,2,36,50,1,1,-2,1,2
-0.593597905594566,2,2,2,1,0,1,1,2,0,0,2,2,33,50,1,2,1,1,4
1.0155495513541395,1,2,-1,-1,-1,-1,-1,1,0,0,2,2,24,50,1,-1,2,1,2
-0.7276935270069581,0,0,0,0,1,-1,0,0,2,0,2,1,22,52,1,0,2,3,2
-0.7276935270069581,2,1,2,0,0,1,-1,0,0,1,2,1,33,50,2,2,-1,1,4
1.9095203607700877,0,1,-1,-1,-1,-1,-1,2,2,1,0,2,37,50,1,-1,1,1,4
-0.7276935270069581,1,2,0,1,0,1,1,1,0,2,0,1,29,50,2,-1,2,1,4
-0.763452359383596,-1,2,2,1,0,1,1,1,1,0,-1,0,38,50,1,1,0,-1,1
-0.763452359383596,-1,0,1,-1,0,0,-1,0,2,1,2,1,33,50,1,1,0,1,4
-0.763452359383596,1,0,1,1,1,0,0,0,2,2,2,1,44,10,2,2,0,0,1
-0.7276935270069581,1,1,0,1,1,1,1,1,0,0,2,2,23,50,1,1,1,0,5
-0.7706041258589237,-1,-1,0,1,0,1,0,1,1,0,0,0,30,50,1,-1,-1,-1,4
1.9095203607700877,0,0,0,2,2,0,0,1,2,2,-1,2,30,50,0,0,-2,1,5
-0.593597905594566,0,2,1,-1,1,0,2,1,2,0,0,0,28,50,1,2,0,-1,2
-0.593597905594566,2,1,0,2,1,0,0,1,0,1,-1,1,39,50,0,0,1,-1,2
-0.7276935270069581,0,0,1,-1,0,0,0,2,1,1,2,2,24,50,0,2,-1,0,4
-0.7706041258589237,-1,-1,2,1,1,1,0,1,1,2,2,2,27,49,2,0,-1,1,5
1.9095203607700877,2,1,1,0,0,1,1,2,2,1,2,2,35,50,1,1,1,1,4
-0.7276935270069581,0,2,0,-1,1,-1,0,1,1,0,2,1,23,50,0,-1,0,-1,1
1.9095203607700877,1,1,0,1,0,0,1,1,1,0,2,0,37,50,1,-1,2,-1,2
-0.7276935270069581,1,1,0,1,1,1,1,1,1,-1,0,0,35,50,1,-1,1,-1,1
-0.593597905594566,2,1,0,-1,1,1,-1,2,0,1,-1,1,27,50,1,-1,0,1,1
-0.763452359383596,1,1,1,0,0,1,2,1,1,0,2,1,27,50,2,-1,2,1,2
1.9095203607700877,1,0,1,-1,1,1,1,0,2,0,0,0,27,50,0,1,-1,-1,1
-0.7276935270069581,1,0,1,1,1,1,0,0,2,0,2,2,42,50,1,1,1,1,2
-0.7276935270069581,1,1,0,0,0,1,0,1,1,0,2,1,26,19,1,2,-1,1,2
0.1215787419381922,0,0,0,1,0,0,1,1,1,0,0,0,28,9,0,0,0,-1,1
-0.7276935270069581,0,0,2,2,0,0,0,2,2,0,0,0,28,50,1,2,-1,-1,4
0.1215787419381922,0,0,1,1,1,0,1,1,1,0,2,0,32,50,1,1,-1,1,4
-0.7706041258589237,-1,-1,1,1,1,1,1,2,1,0,-1,2,43,50,2,2,-1,-1,5
-0.593597905594566,1,1,1,1,0,1,1,2,1,1,-1,2,34,50,0,1,0,1,4
-0.7276935270069581,1,0,0,-1,1,0,-1,1,1,0,0,1,61,50,1,-1,0,1,2
-0.7706041258589237,-1,-1,1,1,0,1,1,1,0,1,2,2,50,50,2,1,-1,1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,2,38,25,1,-1,-1,3,0
-0.7276935270069581,1,1,-1,-1,-1,-1,-1,2,1,2,2,2,51,21,1,-1,-1,1,4
-0.7706041258589237,-1,-1,0,0,0,2,0,2,2,1,0,0,38,27,1,0,-1,0,5
1.0155495513541395,1,2,0,-1,1,1,-1,2,1,0,2,2,34,50,2,-1,2,1,5
-0.7276935270069581,-1,2,-1,-1,-1,-1,-1,1,0,0,0,1,43,50,2,-1,-1,1,4
0.1215787419381922,0,0,1,1,0,1,1,1,1,2,0,1,43,50,1,1,-1,-1,1
-0.7276935270069581,1,0,0,2,0,1,0,0,1,2,2,2,44,50,2,0,-1,3,5
0.1215787419381922,0,1,1,1,1,1,0,0,1,1,-1,1,35,50,1,1,2,1,1
-0.593597905594566,2,1,0,1,1,1,1,2,0,0,0,0,50,50,2,1,2,-1,4
0.1215787419381922,2,1,1,1,1,0,1,2,1,0,0,1,29,50,1,2,-2,1,1
0.1215787419381922,2,2,0,2,2,2,-1,1,0,0,2,2,29,50,0,-1,2,1,5
1.0155495513541395,0,2,1,-1,1,1,1,1,1,0,-1,0,36,10,1,1,2,-1,5
-0.7706041258589237,-1,-1,0,0,0,1,0,0,1,2,2,1,33,2,1,0,-1,1,1
-0.7706041258589237,-1,-1,2,2,1,1,0,0,1,2,0,1,50,2,1,0,-1,1,4
1.9095203607700877,1,0,1,1,1,1,0,0,1,1,0,1,46,50,2,1,-1,1,4
-0.7706041258589237,-1,-1,2,2,0,0,0,1,2,2,2,2,44,34,2,0,-1,0,4
-0.7276935270069581,1,1,1,1,1,0,0,1,1,1,-1,1,41,50,1,1,0,1,1
1.9095203607700877,0,1,2,0,0,0,2,0,1,1,0,1,31,10,1,2,1,0,1
-0.763452359383596,2,0,0,2,0,0,0,1,2,2,2,2,55,50,1,0,-2,3,5
-0.593597905594566,-1,1,1,1,1,1,0,0,2,1,0,0,34,50,1,1,-2,0,1
-0.7276935270069581,2,2,0,2,1,1,1,2,2,2,2,2,28,50,2,1,-1,3,4
-0.7276935270069581,0,1,0,-1,1,1,-1,1,1,2,2,2,33,50,1,-1,-2,1,4
0.1215787419381922,0,1,1,2,1,1,1,0,1,2,2,0,29,50,1,1,0,1,5
1.9095203607700877,1,1,2,2,2,0,0,1,1,1,2,2,33,50,1,2,-1,1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,0,28,50,1,-1,-1,-1,1
1.9095203607700877,2,0,2,1,1,1,0,2,1,2,2,2,28,50,1,1,-1,1,4
-0.593597905594566,0,2,1,1,0,1,0,0,1,0,2,0,32,50,1,1,-1,-1,4
-0.7276935270069581,2,0,2,1,1,0,1,2,1,2,2,1,36,50,0,1,0,-1,2
1.9095203607700877,1,0,0,0,0,0,-1,2,2,0,0,1,45,49,1,0,1,3,0
-0.7706041258589237,-1,-1,0,1,0,-1,1,2,0,2,0,0,29,49,2,0,-1,-1,1
1.9095203607700877,0,0,-1,-1,-1,-1,-1,2,0,0,0,0,23,20,0,-1,1,-1,1
-0.7706041258589237,-1,-1,2,0,1,1,1,1,1,2,2,1,54,10,2,0,-1,1,4
-0.7706041258589237,-1,-1,1,1,1,1,0,1,2,1,2,2,61,50,1,1,-1,1,4
-0.593597905594566,1,0,1,1,1,1,1,0,2,0,2,2,29,50,1,1,-1,1,4
-0.593597905594566,-1,0,0,1,0,1,1,2,2,2,-1,0,31,2,1,-1,0,1,2
-0.7706041258589237,-1,-1,0,2,1,0,0,0,1,2,0,0,37,50,2,1,-1,1,1
-0.7276935270069581,0,0,0,1,1,0,-1,1,1,2,2,1,29,21,0,0,-1,1,4
-0.7706041258589237,-1,-1,0,-1,0,0,0,1,0,1,0,0,28,49,2,0,-1,1,5
-0.593597905594566,1,1,0,1,1,0,-1,2,0,0,0,2,30,49,1,-1,1,1,4
1.9095203607700877,1,2,0,1,1,1,1,0,1,0,0,0,55,49,2,-1,1,1,5
-0.7276935270069581,0,1,2,0,0,1,1,0,1,0,2,2,38,50,0,1,0,0,4
-0.7276935270069581,1,0,-1,-1,-1,-1,-1,2,2,-1,-1,0,20,10,1,-1,1,-1,4
0.1215787419381922,2,0,1,-1,0,1,-1,2,0,0,2,0,25,50,1,1,0,1,5
-0.7706041258589237,-1,-1,2,1,1,0,-1,1,2,1,-1,1,22,44,2,2,-1,-1,0
-0.7706041258589237,-1,-1,0,-1,1,1,-1,1,1,0,0,2,35,49,1,0,-1,1,5
-0.593597905594566,0,0,-1,-1,-1,-1,-1,1,0,0,-1,2,27,50,0,-1,-2,0,1
-0.7276935270069581,-1,0,1,1,1,0,-1,1,1,1,2,2,24,50,1,1,1,-1,2
-0.7706041258589237,-1,-1,2,0,0,2,1,1,0,0,0,2,39,2,2,2,-1,1,5
-0.593597905594566,1,0,0,0,0,0,-1,1,0,1,-1,1,29,7,0,0,0,-1,0
-0.593597905594566,1,1,1,2,0,1,-1,0,2,0,2,2,40,50,0,1,1,1,4
-0.763452359383596,0,0,0,1,1,1,0,0,2,1,2,1,30,50,2,0,-1,1,0
-0.593597905594566,0,2,2,0,0,0,2,0,1,0,0,0,32,10,1,1,1,-1,4
-0.7706041258589237,-1,-1,0,1,0,0,1,1,2,1,-1,1,34,21,1,0,-1,-1,4
-0.7276935270069581,1,1,1,1,1,1,1,2,0,1,0,2,35,10,1,1,2,1,1
-0.7706041258589237,-1,-1,1,1,1,0,0,1,1,2,2,1,30,50,1,0,-1,-1,4
-0.7276935270069581,0,1,0,1,0,1,1,1,1,1,2,0,36,49,0,0,-1,-1,1
-0.593597905594566,0,1,1,0,0,2,2,2,0,1,-1,0,26,45,1,-1,0,-1,4
1.0155495513541395,1,2,1,1,1,-1,1,0,2,2,2,0,31,33,0,1,1,1,4
-0.593597905594566,-1,0,0,1,1,-1,0,2,1,0,2,0,33,43,0,0,2,-1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,2,2,-1,2,2,30,49,1,-1,-1,1,4
