How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Do you currently have a mental health disorder?,What is your age?,What is your gender?,What country do you work in?,Do you work remotely?,How easy is it to ask for mental health leave?,Sharing mental health issue with family and friends,Back-end Developer,Designer,Dev Evangelist/Advocate,DevOps/SysAdmin,Executive Leadership,Front-end Developer,HR,One-person shop,Sales,Supervisor/Team Lead,Support,cluster
-0.7276935270069581,0,2,0,0,-1,-1,0,0,0,1,1,0,2,1,0,1,1,0,2,2,2,-1,1,45,1,50,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0155495513541395,0,0,1,0,0,-1,0,0,0,0,0,-1,1,0,0,1,2,0,2,1,2,2,2,30,1,50,1,-1,4,1,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,1,2,0,0,2,2,-1,0,0,1,1,-1,-1,0,0,1,0,0,2,1,2,-1,2,34,1,50,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,0,-1,0,2,-1,-1,2,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,2,0,37,1,50,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0
1.9095203607700877,1,2,1,0,-1,2,-1,0,0,0,1,-1,1,0,-1,0,1,1,2,1,0,0,0,38,1,50,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,0,0,-1,-1,2,0,0,0,0,-1,1,0,0,0,1,0,1,1,0,0,1,31,1,50,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,-1,1,0,-1,-1,-1,0,0,1,1,1,0,0,-1,0,2,1,1,0,0,0,0,33,1,50,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,2,0,-1,-1,0,0,0,1,1,-1,1,0,0,0,1,0,1,1,1,-1,2,29,0,50,1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,2,2,2,2,-1,0,0,-1,1,1,1,1,1,1,2,1,1,0,2,2,2,35,1,50,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,2,1,1,-1,0,26,0,50,1,-1,4,0,0,0,0,0,1,0,0,0,1,0,0
1.0155495513541395,0,2,0,0,-1,-1,2,0,0,0,0,-1,-1,1,1,0,1,1,2,2,1,2,1,36,0,50,2,-1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,-1,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,2,0,2,2,21,1,49,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,1,0,0,0,2,0,0,0,1,0,1,0,1,0,2,0,2,2,0,-1,2,34,0,50,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,1,0,0,2,2,0,-1,1,40,1,21,2,-1,5,1,0,0,0,0,0,0,0,0,0,0,1
-0.593597905594566,0,2,0,0,0,-1,0,2,0,0,0,-1,1,1,1,1,1,0,2,0,2,0,2,35,1,50,1,-2,4,1,1,0,0,0,1,0,0,0,0,0,0
-0.7276935270069581,0,2,2,0,-1,0,2,0,0,0,0,-1,1,1,0,1,1,0,2,1,1,0,0,44,1,50,1,1,5,1,0,0,1,1,0,0,0,0,0,0,0
1.9095203607700877,0,0,-1,0,0,-1,0,2,0,0,0,0,2,1,0,2,0,0,2,2,2,0,0,45,1,50,1,-2,4,0,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,1,2,2,-1,2,2,2,0,0,1,1,2,0,0,1,0,2,2,0,0,0,0,2,42,1,50,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,1,1,1,2,1,2,-1,2,40,1,50,2,-1,4,1,0,0,1,0,0,0,1,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,-1,0,0,50,0,50,2,-1,4,0,0,0,0,0,0,0,1,0,0,0,0
0.1215787419381922,0,2,0,-1,-1,-1,-1,0,0,1,1,-1,-1,0,-1,0,1,1,1,1,0,2,1,36,1,50,2,-1,4,1,0,0,0,0,0,0,0,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,1,0,1,1,1,0,1,1,1,2,2,31,0,50,2,-1,5,1,0,0,0,0,0,0,1,0,1,0,0
-0.593597905594566,0,-1,0,2,0,-1,-1,0,0,2,1,-1,0,0,2,0,1,1,2,0,0,-1,0,29,1,50,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,2,0,0,0,0,37,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,0,1,0,-1,2,-1,0,0,0,0,-1,1,1,0,1,0,0,2,0,1,-1,2,31,1,50,1,-2,1,0,0,1,0,0,0,0,0,0,0,1,0
1.9095203607700877,1,-1,0,0,0,-1,0,0,0,0,0,-1,1,1,0,0,0,0,2,2,-1,0,0,42,1,10,2,-1,2,1,0,0,1,0,1,0,0,0,1,0,1
1.0155495513541395,0,2,2,0,-1,2,0,0,0,1,0,-1,1,1,1,0,0,0,2,1,0,0,0,25,1,50,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.7276935270069581,0,2,2,0,2,2,2,0,0,0,1,-1,-1,0,-1,0,2,0,2,1,2,2,2,27,1,50,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0
1.9095203607700877,1,2,2,0,-1,-1,2,0,0,0,0,-1,1,1,1,0,0,0,2,2,1,0,2,41,0,50,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,2,0,2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,1,1,0,2,41,0,50,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0
1.9095203607700877,0,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,2,0,-1,0,55,0,50,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1.9095203607700877,0,2,2,2,2,2,0,0,0,-1,0,-1,-1,1,0,0,2,1,2,1,1,0,2,21,1,50,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
1.9095203607700877,1,-1,1,2,0,-1,2,0,0,0,0,-1,-1,0,-1,0,1,1,2,1,0,0,0,37,1,33,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
1.9095203607700877,1,-1,0,0,-1,2,-1,0,0,0,0,1,1,1,1,0,1,1,1,1,-1,0,0,34,0,33,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
1.9095203607700877,1,2,2,0,2,-1,-1,0,0,0,1,-1,-1,0,-1,0,1,0,1,1,0,-1,1,40,1,49,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,2,1,0,0,-1,1,25,1,33,2,-1,4,1,0,0,0,0,0,0,1,0,0,1,0
1.9095203607700877,1,2,1,2,-1,-1,-1,0,0,-1,1,-1,1,0,0,0,2,0,2,2,1,0,1,36,1,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.593597905594566,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,2,2,0,1,25,1,21,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1
0.1215787419381922,0,-1,1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,-1,0,1,1,1,1,0,0,0,35,1,50,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0
-0.7276935270069581,0,0,1,0,0,-1,-1,0,0,0,1,-1,-1,1,1,0,1,0,2,1,1,-1,0,37,1,50,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,1,2,0,0,2,-1,0,0,0,0,1,-1,-1,1,-1,0,0,0,2,2,0,-1,1,45,1,50,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0
-0.7276935270069581,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,2,1,1,2,2,26,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,1,0,-1,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,1,0,0,0,23,1,50,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,2,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,2,1,2,2,2,22,0,50,1,-1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,-1,1,0,0,-1,-1,0,0,-1,0,-1,1,0,1,1,0,0,1,2,1,2,2,46,0,50,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0
-0.7276935270069581,0,0,-1,2,0,2,2,0,0,0,0,-1,-1,0,0,1,2,2,1,1,0,0,0,31,1,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,1,-1,-1,-1,2,0,0,0,0,-1,1,0,-1,0,2,1,0,0,0,2,2,27,1,50,2,2,5,1,0,1,0,0,0,0,0,0,0,1,0
-0.7276935270069581,0,0,-1,0,2,-1,2,0,0,0,0,-1,2,0,0,0,1,1,1,0,0,-1,0,37,1,49,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0
0.1215787419381922,0,-1,1,0,0,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,2,0,0,0,0,37,1,49,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
1.0155495513541395,0,0,0,0,0,2,-1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,23,1,33,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,2,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,2,1,2,2,2,40,1,50,0,-1,4,1,0,0,1,0,1,0,0,0,0,1,0
-0.763452359383596,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,29,1,16,1,1,4,1,0,0,1,0,0,0,0,0,0,0,1
0.1215787419381922,0,2,2,2,2,2,2,0,0,-1,2,-1,-1,0,1,0,1,1,0,0,0,-1,2,37,1,50,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0
0.1215787419381922,0,2,2,-1,2,2,2,0,0,1,1,2,1,0,1,1,1,0,1,1,1,2,0,34,0,50,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.9095203607700877,0,2,0,0,-1,-1,2,0,0,0,0,-1,2,1,0,0,1,1,0,1,0,0,2,40,1,50,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0
1.0155495513541395,0,2,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,2,0,2,2,1,0,1,39,1,50,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0
1.0155495513541395,0,2,1,-1,2,-1,2,0,0,-1,1,-1,1,1,1,0,1,1,1,1,0,2,2,28,1,50,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0,1,0,1,1,1,2,1,0,1,28,1,5,1,-1,4,1,0,0,0,0,0,0,0,0,0,0,1
-0.593597905594566,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,1,0,1,0,1,0,0,2,0,27,1,21,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,1,1,-1,0,1,1,1,1,0,0,1,48,1,49,1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,0,2,2,0,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,2,49,0,50,1,-1,4,0,0,0,1,0,0,0,0,0,0,1,0
-0.593597905594566,0,0,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,2,0,2,1,0,-1,2,35,1,49,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,2,2,35,1,45,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,2,0,0,0,2,1,1,0,0,2,2,38,1,49,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0155495513541395,0,2,2,2,2,2,2,0,0,0,1,2,1,0,0,0,2,0,1,1,1,2,0,32,1,50,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1.9095203607700877,0,2,2,0,2,-1,0,0,0,0,0,0,2,1,0,1,1,0,2,2,0,2,2,42,1,50,1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0
0.1215787419381922,0,2,2,0,2,2,2,0,0,0,1,-1,1,2,0,1,1,0,2,2,1,2,1,33,0,50,2,-1,4,0,0,0,0,0,0,0,0,0,0,1,0
-0.593597905594566,0,-1,-1,0,-1,2,-1,0,0,1,0,-1,0,0,-1,0,2,2,0,0,0,0,0,35,1,49,2,2,5,1,0,0,1,0,0,0,0,0,1,0,0
1.0155495513541395,0,-1,0,0,-1,2,2,0,0,0,0,-1,-1,0,-1,0,0,0,2,2,0,0,1,24,1,40,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0
1.0155495513541395,0,2,2,0,2,-1,0,2,0,0,1,-1,1,1,1,1,0,2,1,0,2,2,2,29,0,50,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,-1,1,0,0,-1,2,0,0,0,0,-1,1,0,1,0,2,0,1,1,1,0,1,29,1,50,2,-1,4,1,0,0,0,0,1,0,0,0,1,0,0
-0.7276935270069581,0,0,-1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,0,0,24,1,49,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0
1.0155495513541395,0,-1,0,2,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,2,0,2,2,0,2,0,30,1,45,2,1,5,1,1,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,-1,0,0,0,-1,-1,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,2,30,1,50,2,-1,5,1,0,0,1,0,0,0,0,0,0,0,0
-0.7276935270069581,0,0,0,0,0,-1,-1,0,0,1,1,2,-1,0,1,0,2,1,1,2,0,2,2,44,1,50,2,-1,4,0,0,0,0,0,0,0,0,0,0,1,0
0.1215787419381922,0,2,1,0,2,-1,0,0,0,0,0,-1,1,0,0,0,1,1,1,0,0,0,0,37,1,49,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0155495513541395,0,0,0,0,0,-1,2,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,28,1,21,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1
0.1215787419381922,0,2,2,-1,-1,2,2,0,0,1,1,-1,0,0,1,0,1,1,0,0,0,2,0,42,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.763452359383596,0,2,0,0,0,-1,-1,0,0,1,1,1,2,0,1,2,1,0,2,0,2,2,2,30,0,49,1,1,4,1,1,0,0,0,1,0,0,0,1,0,0
0.1215787419381922,0,-1,1,0,-1,-1,0,0,0,0,0,1,-1,1,0,0,1,0,2,0,0,0,1,36,1,40,1,-1,2,0,0,0,0,0,0,0,0,0,0,1,0
1.0155495513541395,0,-1,0,0,0,-1,2,0,0,0,0,-1,-1,0,-1,0,2,1,2,0,0,0,0,30,1,40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.7276935270069581,0,-1,0,0,0,-1,2,0,0,0,0,-1,-1,0,-1,0,1,1,1,0,-1,0,0,29,1,50,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0155495513541395,0,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,25,1,50,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,0,-1,0,0,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,0,0,0,25,1,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1
1.0155495513541395,0,-1,1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,24,1,40,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0
1.9095203607700877,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,0,0,2,25,1,40,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,2,0,0,2,2,0,0,0,0,2,0,0,2,0,2,2,0,0,0,-1,2,31,1,16,0,2,5,0,0,0,0,1,0,0,0,0,1,0,1
-0.593597905594566,0,2,0,0,0,-1,2,0,0,2,2,1,1,1,1,1,1,1,1,1,1,2,0,37,1,10,1,-1,4,1,0,0,0,0,0,0,0,0,0,0,1
0.1215787419381922,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,1,1,-1,0,1,1,0,1,0,0,0,35,1,50,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
-0.7276935270069581,0,0,-1,2,0,2,-1,0,0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,26,0,44,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1215787419381922,0,2,2,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-1,0,31,1,49,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0
1.0155495513541395,0,2,1,0,-1,-1,2,0,0,1,1,-1,1,1,1,0,0,0,2,2,0,2,0,29,0,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
-0.593597905594566,0,-1,0,0,0,-1,-1,2,0,0,0,-1,-1,1,-1,1,1,0,2,2,2,2,0,33,1,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
-0.593597905594566,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,30,1,25,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1
-0.593597905594566,0,2,2,0,0,-1,0,0,0,0,0,-1,1,0,0,0,2,1,2,2,0,-1,1,30,1,50,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,2,2,0,2,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,29,0,50,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,-1,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,-1,2,25,0,50,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.9095203607700877,1,2,2,2,2,2,2,0,0,0,0,-1,-1,1,0,1,2,2,1,1,2,2,0,27,1,50,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
1.0155495513541395,0,2,1,0,0,2,2,0,0,0,0,-1,0,0,1,0,2,1,0,0,-1,0,0,26,1,21,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
1.0155495513541395,0,2,2,-1,-1,2,2,0,0,1,1,2,-1,1,1,0,2,1,1,0,0,2,0,38,0,50,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,0,2,2,2,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,2,2,1,2,2,49,1,50,1,-2,4,0,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,2,0,2,2,2,0,0,1,1,2,0,0,2,0,2,2,1,0,0,2,0,30,1,50,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,1,2,1,1,1,1,-1,1,34,1,20,1,-1,1,1,0,0,0,0,1,0,0,0,0,0,1
0.1215787419381922,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,2,1,1,2,2,2,2,0,0,31,1,40,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,0,0,1,0,1,2,0,2,1,29,1,50,1,-1,2,1,0,0,1,0,1,0,0,1,0,0,0
0.1215787419381922,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,0,0,0,31,1,21,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1
0.1215787419381922,0,0,1,2,0,-1,2,0,0,-1,0,-1,1,1,-1,0,1,0,2,2,0,-1,1,34,1,21,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1
-0.7276935270069581,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,28,1,50,1,1,4,1,0,0,0,0,1,0,0,0,0,1,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,2,1,0,1,2,0,2,2,1,2,0,35,0,49,2,-1,1,1,0,0,0,0,0,0,1,0,1,0,0
1.0155495513541395,0,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,1,1,0,0,0,1,1,0,-1,0,27,1,21,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,1,1,1,0,0,0,33,1,21,1,-1,2,1,0,0,0,0,0,0,0,0,1,0,1
-0.7276935270069581,0,-1,1,0,-1,-1,-1,0,0,1,1,2,1,1,1,1,1,1,1,1,0,-1,1,37,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.9095203607700877,0,0,-1,2,2,2,2,0,0,0,1,-1,1,0,0,0,1,0,2,0,2,0,2,45,1,49,1,2,4,0,0,0,1,0,0,0,0,0,1,0,0
-0.7276935270069581,0,0,-1,0,0,-1,2,0,0,1,0,-1,2,1,0,1,0,0,0,1,2,2,2,31,0,50,2,1,4,0,1,0,0,0,1,0,0,0,0,0,0
1.9095203607700877,1,0,1,0,-1,-1,0,0,0,0,0,0,2,1,-1,0,0,0,2,2,-1,0,0,36,1,50,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0
1.0155495513541395,0,2,2,0,2,-1,-1,0,0,0,1,-1,1,0,1,1,2,1,1,1,1,2,2,30,1,50,0,-1,4,0,0,0,0,0,0,0,0,0,0,1,0
1.9095203607700877,0,2,2,2,2,2,0,0,0,1,0,-1,2,1,0,0,1,0,2,2,0,2,2,33,0,48,1,-2,4,0,0,1,0,0,0,0,0,0,0,0,0
1.0155495513541395,0,2,1,0,2,-1,-1,2,0,0,0,0,2,1,0,2,2,0,2,2,2,-1,2,45,0,10,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.593597905594566,0,2,2,2,2,-1,2,0,0,0,0,-1,1,1,0,0,0,0,1,0,2,2,2,30,0,50,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0
-0.593597905594566,0,2,2,2,0,2,0,2,0,0,0,1,2,1,1,1,1,0,2,2,2,2,2,30,1,50,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0
-0.7706041258589237,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,1,1,0,0,0,0,1,0,2,2,2,29,1,50,2,-1,4,1,0,0,1,0,1,0,1,0,0,0,0
-0.763452359383596,1,0,2,2,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,2,0,0,2,0,36,1,32,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0
-0.593597905594566,0,2,2,2,2,2,2,2,0,1,1,-1,1,1,1,1,1,1,1,1,2,2,1,28,1,50,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,1,-1,-1,-1,2,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,2,36,1,50,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
1.0155495513541395,0,2,2,0,-1,-1,-1,0,0,0,0,-1,-1,1,-1,1,2,0,1,1,1,2,1,37,0,50,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
-0.593597905594566,0,2,1,0,2,2,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,1,29,1,50,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,2,-1,2,2,2,0,0,1,1,1,1,0,1,1,0,0,0,0,1,2,2,25,1,50,1,2,4,1,0,0,1,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,0,2,2,2,0,0,0,1,1,-1,2,1,0,1,0,0,2,2,2,0,0,34,0,50,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
1.9095203607700877,1,2,2,2,2,2,2,2,0,1,1,-1,-1,1,0,1,1,0,2,1,2,0,0,37,1,10,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1
1.9095203607700877,0,2,2,0,2,-1,-1,0,0,0,0,-1,1,1,1,1,0,0,1,1,2,2,2,40,0,50,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0
0.1215787419381922,0,2,2,2,2,-1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,1,32,1,50,2,-1,5,0,0,0,1,0,0,0,0,0,0,0,0
-0.593597905594566,0,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,1,1,0,2,1,1,0,0,38,1,49,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,1,2,-1,-1,0,0,0,0,1,-1,1,1,0,1,1,0,1,0,2,2,2,31,0,50,1,-1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.593597905594566,0,2,2,-1,2,2,2,0,0,0,1,2,1,1,1,1,1,1,1,0,1,2,0,28,0,50,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
0.1215787419381922,0,0,0,0,0,-1,0,2,0,0,1,-1,2,1,0,2,2,0,2,0,2,2,2,27,0,49,1,-2,2,0,0,0,0,0,0,0,0,0,0,0,0
-0.593597905594566,0,2,2,0,2,2,-1,0,0,0,0,-1,1,1,0,1,1,0,1,1,2,0,2,28,0,50,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
-0.7276935270069581,0,-1,2,0,0,-1,2,2,0,0,0,2,1,0,1,0,0,1,1,0,0,2,2,26,1,21,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1
